loan_status,loan_status_numeric,loan_amnt,issue_d,term,int_rate,installment,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,title,purpose,emp_title,emp_length,home_ownership,annual_inc,verification_status,acc_now_delinq,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,tot_coll_amt,tot_cur_bal,total_acc,total_rev_hi_lim,dti,grade,sub_grade
Fully Paid,6,12000,2017-02-01, 60 months,10.49,257.87,12259.393988768701,12000.0,259.39,0.0,Credit card refinancing,credit_card,Office Manager,10+ years,MORTGAGE,85000.0,Not Verified,0.0,0.0,1995-08-01,1.0,,,17.0,0.0,1168,1.8,0.0,521753.0,43.0,64900.0,7.71,B,B2
Current,5,7000,2018-09-01, 36 months,17.97,252.97,1275.33,763.25,512.08,0.0,Moving and relocation,moving,Director  Education Center in Cutchogue ,10+ years,MORTGAGE,110000.0,Verified,0.0,0.0,2001-11-01,1.0,,,23.0,0.0,66736,88.0,0.0,345728.0,39.0,75705.0,36.21,D,D1
Fully Paid,6,10000,2017-06-01, 36 months,7.97,313.23,10401.0307449993,10000.0,401.03,0.0,Debt consolidation,debt_consolidation,Underwriting Assistant,3 years,RENT,55000.0,Source Verified,0.0,1.0,1990-08-01,1.0,11.0,,17.0,0.0,11276,30.0,0.0,46897.0,33.0,37600.0,21.54,A,A5
Current,5,3000,2018-08-01, 36 months,18.94,109.88,656.12,390.3,265.82,0.0,Other,other,Nurse Manager,10+ years,MORTGAGE,89000.0,Not Verified,0.0,1.0,1995-09-01,0.0,10.0,,13.0,0.0,7897,68.1,0.0,301565.0,37.0,11600.0,37.59,D,D2
Fully Paid,6,20000,2017-12-01, 60 months,17.09,498.02,21927.059440455,20000.0,1927.06,0.0,Credit card refinancing,credit_card,,,RENT,58000.0,Not Verified,0.0,0.0,2012-01-01,0.0,26.0,113.0,6.0,1.0,5806,37.7,0.0,37837.0,13.0,15400.0,18.21,D,D1
Current,5,25000,2018-08-01, 36 months,11.55,825.0,4990.49,3591.72,1398.77,0.0,Credit card refinancing,credit_card,Sen. Mgr-National Operations,10+ years,MORTGAGE,165000.0,Verified,0.0,1.0,2000-01-01,1.0,6.0,,11.0,0.0,23471,55.1,0.0,327673.0,27.0,42600.0,10.6,B,B4
Current,5,6000,2018-07-01, 36 months,11.55,198.0,949.42,569.16,380.26,0.0,Debt consolidation,debt_consolidation,operator,2 years,MORTGAGE,55000.0,Verified,0.0,0.0,2003-07-01,0.0,,,7.0,0.0,2073,51.8,0.0,241056.0,10.0,4000.0,26.62,B,B4
Charged Off,0,27000,2017-11-01, 60 months,12.62,609.1,6587.33,1653.27,1354.37,60.92,Debt consolidation,debt_consolidation,Registered Nurse,< 1 year,MORTGAGE,75000.0,Verified,0.0,0.0,1996-12-01,1.0,69.0,,18.0,0.0,23860,50.3,0.0,216435.0,38.0,47400.0,29.49,C,C1
Current,5,3500,2018-12-01, 36 months,20.89,131.67,257.25,142.71,114.54,0.0,Major purchase,major_purchase,,,MORTGAGE,83000.0,Not Verified,0.0,0.0,2004-07-01,2.0,,,14.0,0.0,15378,44.7,159.0,20653.0,16.0,34400.0,9.59,D,D4
Fully Paid,6,15000,2016-02-01, 36 months,9.75,482.25,16061.030151993702,15000.0,1061.03,0.0,Debt consolidation,debt_consolidation,lead tech,5 years,MORTGAGE,35000.0,Source Verified,0.0,0.0,2004-06-01,1.0,64.0,,14.0,0.0,12258,33.8,1746.0,91297.0,26.0,36300.0,11.58,B,B3
Current,5,35000,2018-10-01, 60 months,6.67,687.61,2049.86,1487.35,562.51,0.0,Debt consolidation,debt_consolidation,Criminal Investigator,8 years,MORTGAGE,144000.0,Source Verified,0.0,0.0,2001-08-01,0.0,74.0,,6.0,0.0,42655,65.4,0.0,45861.0,10.0,65200.0,9.47,A,A2
Current,5,3600,2018-03-01, 36 months,9.43,115.21,1265.42,994.59,270.83,0.0,Credit card refinancing,credit_card,Flighline,1 year,RENT,30087.0,Not Verified,0.0,0.0,2005-08-01,0.0,,,6.0,0.0,7381,51.6,133.0,68027.0,24.0,14300.0,24.65,B,B1
Fully Paid,6,15000,2016-05-01, 36 months,9.16,478.12,16406.1087378054,15000.0,1406.11,0.0,Debt consolidation,debt_consolidation,PSS,6 years,RENT,58000.0,Source Verified,0.0,1.0,1994-07-01,0.0,1.0,,11.0,0.0,9704,37.2,0.0,14005.0,21.0,26100.0,13.24,B,B2
Current,5,8000,2018-01-01, 36 months,6.72,246.0,3194.53,2709.57,484.96,0.0,Debt consolidation,debt_consolidation,CLS,3 years,MORTGAGE,60000.0,Not Verified,0.0,0.0,2001-10-01,0.0,32.0,,17.0,0.0,9180,33.4,0.0,114960.0,27.0,27500.0,28.06,A,A3
Current,5,15000,2016-08-01, 36 months,10.49,487.47,15154.62,12803.98,2350.64,0.0,Debt consolidation,debt_consolidation,Program Specialist Iv,8 years,MORTGAGE,49000.0,Not Verified,0.0,0.0,2002-05-01,1.0,,,21.0,0.0,9140,32.2,10440.0,69734.0,27.0,28400.0,21.6,B,B3
Current,5,3600,2017-11-01, 36 months,5.32,108.42,1625.24,1430.78,194.46,0.0,Major purchase,major_purchase,Aerial mainline foreman,< 1 year,RENT,40000.0,Not Verified,0.0,0.0,2010-09-01,0.0,,,6.0,0.0,3406,18.4,0.0,22908.0,14.0,18500.0,20.7,A,A1
Current,5,40000,2018-10-01, 36 months,11.06,1310.69,5218.18,3820.51,1397.67,0.0,Debt consolidation,debt_consolidation,Research Scientist,< 1 year,RENT,76500.0,Source Verified,0.0,0.0,2005-10-01,0.0,,,8.0,0.0,7545,65.6,0.0,57826.0,8.0,11500.0,23.47,B,B3
Fully Paid,6,12000,2017-01-01, 36 months,11.44,395.37,13818.9670377261,12000.0,1818.97,0.0,Credit card refinancing,credit_card,coowner,5 years,MORTGAGE,60000.0,Verified,0.0,0.0,1995-05-01,1.0,,,9.0,0.0,10927,56.9,0.0,24835.0,21.0,19200.0,14.92,B,B4
Current,5,5000,2018-10-01, 36 months,10.47,162.45,646.89,481.56,165.33,0.0,Debt consolidation,debt_consolidation,Delivery Driver ,10+ years,OWN,70000.0,Source Verified,0.0,3.0,2007-08-01,0.0,11.0,,5.0,0.0,655,59.5,0.0,156636.0,14.0,1100.0,14.18,B,B2
Current,5,40000,2018-09-01, 36 months,6.11,1218.88,6074.03,5128.02,946.01,0.0,Debt consolidation,debt_consolidation,Sr. QA Engineer,4 years,MORTGAGE,110000.0,Source Verified,0.0,0.0,2008-03-01,1.0,,,22.0,0.0,42886,32.5,0.0,396592.0,33.0,132100.0,18.5,A,A1
Charged Off,0,30000,2017-02-01, 60 months,13.99,697.9,3924.04,348.15,326.43,0.0,Debt consolidation,debt_consolidation,Program Manager,5 years,MORTGAGE,125000.0,Source Verified,0.0,0.0,1986-03-01,1.0,48.0,,10.0,0.0,12584,66.9,166.0,338999.0,35.0,18800.0,14.56,C,C3
Current,5,7000,2017-11-01, 36 months,9.93,225.65,3457.03,2753.91,703.12,0.0,Debt consolidation,debt_consolidation,Business manager,10+ years,MORTGAGE,52000.0,Source Verified,0.0,0.0,2013-09-01,0.0,,,7.0,0.0,12975,39.6,0.0,264722.0,10.0,32800.0,7.57,B,B2
Fully Paid,6,10000,2017-03-01, 36 months,11.44,329.48,11380.255587906999,10000.0,1380.26,0.0,Debt consolidation,debt_consolidation,Paralegal,1 year,MORTGAGE,60000.0,Source Verified,0.0,0.0,2005-05-01,0.0,,,9.0,0.0,10688,56.0,0.0,135550.0,21.0,19100.0,11.72,B,B4
Fully Paid,6,18000,2016-03-01, 36 months,13.67,612.32,21345.655072193702,18000.0,3345.66,0.0,Debt consolidation,debt_consolidation,Real Estate Manager,10+ years,MORTGAGE,100000.0,Not Verified,0.0,0.0,2004-10-01,0.0,,,9.0,0.0,28813,89.2,0.0,265326.0,29.0,32300.0,24.17,C,C3
Current,5,6000,2017-11-01, 36 months,12.62,201.07,4011.84,3312.59,699.25,0.0,Home buying,house,Office Manager,10+ years,OWN,180000.0,Source Verified,0.0,1.0,2007-02-01,0.0,22.0,,6.0,0.0,2757,65.6,0.0,420406.0,10.0,4200.0,8.82,C,C1
Current,5,10000,2018-04-01, 36 months,11.98,332.05,3313.84,2429.32,884.52,0.0,Debt consolidation,debt_consolidation,Truck Driver,2 years,RENT,40000.0,Not Verified,0.0,0.0,2004-02-01,0.0,,47.0,7.0,1.0,10763,81.0,0.0,24207.0,23.0,13330.0,18.84,B,B5
Current,5,20000,2018-11-01, 36 months,6.11,609.44,1821.53,1530.59,290.94,0.0,Credit card refinancing,credit_card,Mechaincal Engineer,7 years,OWN,85000.0,Source Verified,0.0,0.0,1986-09-01,0.0,,,15.0,0.0,20398,43.0,0.0,51172.0,27.0,47400.0,18.23,A,A1
Charged Off,0,3000,2016-10-01, 36 months,15.59,104.87,1669.04,923.64,437.07,15.0,Credit card refinancing,credit_card,Sr HR Operations Analyst,< 1 year,MORTGAGE,70000.0,Verified,0.0,0.0,1991-11-01,0.0,26.0,90.0,32.0,1.0,9609,26.5,0.0,299188.0,50.0,36300.0,29.38,C,C5
Current,5,30000,2018-07-01, 60 months,15.49,721.44,5011.36,2431.89,2579.47,0.0,Debt consolidation,debt_consolidation,"Director,  FP&A",5 years,MORTGAGE,110000.0,Source Verified,0.0,0.0,2006-04-01,1.0,,,15.0,0.0,31228,88.2,0.0,364296.0,30.0,35400.0,22.32,C,C4
Fully Paid,6,10000,2016-04-01, 60 months,12.99,227.48,12586.815081588798,10000.0,2586.82,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,36000.0,Not Verified,0.0,0.0,1992-11-01,0.0,50.0,,6.0,0.0,7939,59.2,0.0,97163.0,19.0,13400.0,29.67,C,C2
Current,5,4000,2018-11-01, 36 months,7.56,124.54,4073.5925725792,4000.0,73.59,0.0,Vacation,vacation,Registered Nurse,1 year,MORTGAGE,72500.0,Not Verified,0.0,0.0,2007-08-01,0.0,,89.0,8.0,1.0,775,3.8,0.0,195385.0,14.0,20400.0,16.98,A,A3
Current,5,5000,2018-09-01, 36 months,14.47,172.04,856.18,572.38,283.8,0.0,Other,other,General manager,10+ years,RENT,62400.0,Source Verified,0.0,0.0,2004-07-01,0.0,,,12.0,0.0,34787,79.2,0.0,50307.0,21.0,43900.0,37.65,C,C2
Fully Paid,6,7000,2018-07-01, 36 months,16.14,246.59,7245.8463855374,7000.0,245.85,0.0,Other,other,Practice Facilitator,10+ years,MORTGAGE,91000.0,Verified,0.0,0.0,2002-06-01,2.0,41.0,,14.0,0.0,8183,28.6,678.0,458747.0,27.0,28600.0,19.83,C,C4
Current,5,20000,2018-11-01, 36 months,16.91,712.16,2117.69,1309.26,808.43,0.0,Debt consolidation,debt_consolidation,Bus Driver,< 1 year,MORTGAGE,65000.0,Source Verified,0.0,0.0,2001-04-01,0.0,48.0,,19.0,0.0,6655,56.5,0.0,69733.0,21.0,12100.0,32.96,C,C5
Current,5,15000,2018-04-01, 60 months,12.61,338.31,3372.59,1894.73,1477.86,0.0,Credit card refinancing,credit_card,Project Manager,7 years,RENT,144800.0,Not Verified,0.0,0.0,2006-12-01,0.0,,88.0,11.0,1.0,13724,56.7,0.0,29853.0,31.0,24200.0,16.78,C,C1
Fully Paid,6,9000,2017-11-01, 36 months,11.99,298.89,9295.0663942404,9000.0,295.07,0.0,Credit card refinancing,credit_card,,,RENT,38000.0,Verified,0.0,0.0,2004-06-01,1.0,,98.0,6.0,1.0,5252,13.1,0.0,20385.0,10.0,40100.0,21.23,B,B5
Current,5,3600,2016-10-01, 36 months,19.99,133.78,3764.42,2682.87,1081.55,0.0,Home improvement,home_improvement,,,OWN,13300.0,Verified,0.0,0.0,2004-12-01,1.0,,81.0,8.0,1.0,4755,27.2,3975.0,6112.0,9.0,13300.0,23.92,D,D4
Fully Paid,6,12000,2016-03-01, 36 months,5.32,361.38,12877.552443672199,12000.0,877.55,0.0,Credit card refinancing,credit_card,"Specialist, Games",< 1 year,MORTGAGE,75000.0,Source Verified,0.0,0.0,1992-09-01,1.0,,,5.0,0.0,12438,33.1,0.0,571831.0,11.0,37600.0,12.43,A,A1
Current,5,20000,2017-11-01, 60 months,13.59,461.13,6879.2,3812.62,3066.58,0.0,Debt consolidation,debt_consolidation,Avionics Field Service,10+ years,MORTGAGE,85000.0,Not Verified,0.0,0.0,1995-08-01,0.0,50.0,,14.0,0.0,18108,61.8,0.0,208645.0,33.0,29300.0,24.31,C,C2
Fully Paid,6,15000,2016-10-01, 60 months,15.59,361.52,18983.3073761192,15000.0,3983.31,0.0,Debt consolidation,debt_consolidation,Plummer,1 year,MORTGAGE,85000.0,Source Verified,0.0,0.0,2010-08-01,0.0,,,9.0,0.0,11179,47.2,0.0,438559.0,11.0,23700.0,22.41,C,C5
Current,5,20000,2017-09-01, 36 months,10.42,649.3,11026.52,8672.6,2353.92,0.0,Other,other,SALE,10+ years,OWN,100000.0,Source Verified,0.0,0.0,2013-05-01,0.0,,87.0,9.0,1.0,2169,7.9,3435.0,4731.0,12.0,27600.0,3.56,B,B3
Current,5,4375,2017-10-01, 36 months,14.08,149.7,2388.36,1720.25,668.11,0.0,Debt consolidation,debt_consolidation,Accountant ,10+ years,OWN,85000.0,Source Verified,0.0,0.0,2000-03-01,0.0,48.0,49.0,8.0,1.0,3660,64.2,0.0,309151.0,19.0,5700.0,3.91,C,C3
Current,5,5000,2018-08-01, 36 months,8.46,157.75,944.15,747.69,196.46,0.0,Credit card refinancing,credit_card,,,OWN,26000.0,Source Verified,0.0,0.0,1999-09-01,0.0,72.0,,6.0,0.0,3774,37.0,250.0,3774.0,8.0,10200.0,7.94,A,A5
Current,5,40000,2017-11-01, 36 months,6.08,1218.33,18261.44,15787.33,2474.11,0.0,Home buying,house,Teacher,10+ years,MORTGAGE,58000.0,Verified,0.0,0.0,1995-05-01,0.0,,,7.0,0.0,1107,4.4,0.0,86616.0,14.0,25400.0,1.55,A,A2
Fully Paid,6,20000,2016-02-01, 36 months,9.17,637.58,22174.7747845509,20000.0,2174.77,0.0,Debt consolidation,debt_consolidation,Youth correctional counselor,10+ years,RENT,150000.0,Source Verified,0.0,1.0,1996-01-01,0.0,22.0,,9.0,0.0,8688,67.9,0.0,53902.0,20.0,12800.0,10.64,B,B2
Current,5,1500,2018-10-01, 36 months,22.35,57.56,228.38,121.84,106.54,0.0,Debt consolidation,debt_consolidation,Front end manager,10+ years,MORTGAGE,80000.0,Source Verified,0.0,0.0,2006-06-01,0.0,29.0,,11.0,0.0,6859,87.9,0.0,308334.0,23.0,7800.0,13.52,D,D5
Charged Off,0,6000,2017-05-01, 36 months,11.44,197.69,3370.34,2579.46,790.88,0.0,Credit card refinancing,credit_card,Fork Lift Operator,3 years,RENT,36000.0,Not Verified,0.0,1.0,1992-11-01,0.0,18.0,86.0,7.0,1.0,8766,45.4,98.0,16869.0,12.0,19300.0,20.87,B,B4
Current,5,7000,2016-07-01, 36 months,7.99,219.33,6806.6,5924.21,882.39,0.0,Debt consolidation,debt_consolidation,Store manager,4 years,MORTGAGE,78000.0,Not Verified,0.0,0.0,2005-03-01,2.0,70.0,,15.0,0.0,14362,62.4,0.0,297974.0,31.0,23000.0,26.97,A,A4
Current,5,16000,2016-11-01, 60 months,12.74,361.93,9760.79,5968.98,3791.81,0.0,Credit card refinancing,credit_card,"Director, Cultural Resources",3 years,RENT,79040.0,Not Verified,0.0,0.0,2002-10-01,0.0,78.0,,9.0,0.0,15473,53.0,0.0,118458.0,19.0,29200.0,18.16,C,C1
Fully Paid,6,20000,2016-06-01, 36 months,9.75,643.0,22764.3454931752,20000.0,2764.35,0.0,Credit card refinancing,credit_card,SR System Controller,1 year,MORTGAGE,72000.0,Not Verified,0.0,0.0,2004-02-01,2.0,80.0,,12.0,0.0,21366,56.1,0.0,261817.0,22.0,38100.0,22.38,B,B3
Current,5,35000,2017-07-01, 36 months,5.32,1054.02,20005.69,17777.06,2228.63,0.0,Credit card refinancing,credit_card,owner,10+ years,MORTGAGE,187000.0,Source Verified,0.0,0.0,2004-01-01,0.0,,,16.0,0.0,36061,29.2,0.0,275064.0,33.0,123500.0,18.48,A,A1
Fully Paid,6,4800,2016-11-01, 36 months,14.99,166.38,5547.453100270601,4800.0,747.45,0.0,Other,other,CNA,2 years,RENT,23000.0,Verified,0.0,0.0,2002-08-01,0.0,,,6.0,0.0,7789,67.7,0.0,11782.0,9.0,11500.0,16.7,C,C4
Current,5,19000,2016-08-01, 36 months,12.79,638.27,19134.6,15309.48,3825.12,0.0,Debt consolidation,debt_consolidation,Store Manager,10+ years,MORTGAGE,50000.0,Source Verified,0.0,1.0,1995-12-01,0.0,4.0,,7.0,0.0,7781,62.2,197.0,140152.0,25.0,12500.0,19.78,C,C1
Current,5,25000,2018-01-01, 60 months,14.08,582.75,7536.64,4039.03,3497.61,0.0,Debt consolidation,debt_consolidation,Principal,4 years,RENT,120000.0,Not Verified,0.0,0.0,1999-03-01,0.0,34.0,,7.0,0.0,8695,83.6,0.0,23954.0,14.0,10400.0,7.63,C,C3
Current,5,10000,2018-12-01, 36 months,15.02,346.76,685.18,445.96,239.22,0.0,Home improvement,home_improvement,Nurse,8 years,MORTGAGE,65000.0,Source Verified,0.0,0.0,2006-09-01,1.0,53.0,,6.0,0.0,8676,31.8,0.0,8676.0,10.0,27300.0,3.86,C,C3
Current,5,20000,2017-12-01, 36 months,6.08,609.17,8511.49,7348.67,1162.82,0.0,Home improvement,home_improvement,Manager ,5 years,MORTGAGE,223000.0,Source Verified,0.0,1.0,1985-04-01,0.0,3.0,,19.0,0.0,17926,16.1,0.0,50542.0,48.0,111300.0,9.95,A,A2
Fully Paid,6,2500,2016-06-01, 36 months,9.16,79.69,2850.8869449288,2500.0,350.89,0.0,Debt consolidation,debt_consolidation,HR Specialist,9 years,RENT,47277.0,Source Verified,0.0,0.0,2001-10-01,1.0,,61.0,31.0,1.0,5398,12.4,0.0,32738.0,51.0,43400.0,33.56,B,B2
Fully Paid,6,1800,2017-09-01, 36 months,11.99,59.78,1819.3781774942001,1800.0,19.38,0.0,Other,other,Branch supervisor,2 years,MORTGAGE,45000.0,Source Verified,0.0,0.0,2013-11-01,1.0,,,15.0,0.0,3698,8.0,0.0,114194.0,18.0,46400.0,28.85,B,B5
Late (31-120 days),2,18000,2016-02-01, 60 months,14.46,423.14,13526.02,7828.7,5697.32,0.0,Debt consolidation,debt_consolidation,Program Manager,1 year,MORTGAGE,75000.0,Not Verified,0.0,0.0,1993-10-01,0.0,26.0,56.0,9.0,1.0,13253,88.9,0.0,247501.0,14.0,14900.0,29.89,C,C4
Current,5,30000,2018-07-01, 36 months,8.46,946.48,6611.26,5254.96,1356.3,0.0,Debt consolidation,debt_consolidation,Teacher,10+ years,MORTGAGE,70000.0,Source Verified,0.0,0.0,2004-01-01,0.0,,,9.0,0.0,18983,47.8,0.0,23949.0,11.0,40000.0,17.25,A,A5
Fully Paid,6,7700,2016-04-01, 36 months,11.99,255.72,8038.87,7700.0,338.87,0.0,Debt consolidation,debt_consolidation,Administrative Assistant ,9 years,RENT,42000.0,Source Verified,0.0,0.0,2006-02-01,0.0,,,12.0,0.0,8766,49.5,0.0,8766.0,18.0,17700.0,10.4,C,C1
Fully Paid,6,14400,2016-03-01, 36 months,11.47,474.65,17051.95393862,14400.0,2651.95,0.0,Debt consolidation,debt_consolidation,Delivery Driver,10+ years,MORTGAGE,100000.0,Not Verified,0.0,0.0,1989-09-01,1.0,71.0,45.0,12.0,3.0,16277,45.5,621.0,62977.0,22.0,35800.0,20.46,B,B5
Late (31-120 days),2,25000,2016-04-01, 60 months,9.16,520.91,15651.86,11080.59,4545.22,26.05,Debt consolidation,debt_consolidation,Recruiter,10+ years,RENT,75000.0,Verified,0.0,0.0,2001-08-01,1.0,60.0,,11.0,0.0,15289,66.0,0.0,82061.0,24.0,23100.0,27.34,B,B2
In Grace Period,4,20000,2017-05-01, 36 months,12.62,670.23,13424.09,10171.32,3219.26,33.51,Other,other,Counselor,3 years,MORTGAGE,57000.0,Not Verified,0.0,2.0,2004-07-01,0.0,4.0,,17.0,0.0,8757,42.3,0.0,221129.0,39.0,20700.0,24.46,C,C1
Current,5,12000,2017-11-01, 60 months,17.09,298.82,4465.21,2122.41,2342.8,0.0,Debt consolidation,debt_consolidation,Sales manager,2 years,MORTGAGE,160000.0,Source Verified,0.0,3.0,2007-04-01,1.0,31.0,,15.0,0.0,7750,30.0,0.0,388646.0,39.0,25800.0,17.49,D,D1
Current,5,8000,2018-05-01, 36 months,6.07,243.63,2189.97,1865.91,324.06,0.0,Credit card refinancing,credit_card,Senior Analyst,5 years,RENT,225000.0,Not Verified,0.0,0.0,2002-05-01,0.0,,,9.0,0.0,6083,7.3,0.0,44894.0,13.0,83600.0,7.29,A,A2
Current,5,6000,2017-09-01, 36 months,7.97,187.94,3192.32,2655.73,536.59,0.0,Debt consolidation,debt_consolidation,solutions specialist,3 years,OWN,50000.0,Source Verified,0.0,0.0,1982-09-01,0.0,,,8.0,0.0,12025,74.7,0.0,12025.0,15.0,16100.0,10.2,A,A5
Fully Paid,6,5000,2018-05-01, 36 months,13.06,168.62,5255.4625525856,5000.0,255.46,0.0,Home improvement,home_improvement,,,OWN,38300.0,Not Verified,0.0,0.0,2005-05-01,0.0,,,8.0,0.0,26922,42.7,0.0,123131.0,15.0,63100.0,32.81,C,C1
Current,5,10000,2018-05-01, 60 months,9.43,209.68,1908.08,1217.65,690.43,0.0,Home improvement,home_improvement,Fabrication Specialist,1 year,OWN,40000.0,Verified,0.0,0.0,2004-06-01,0.0,,,1.0,0.0,1973,28.2,0.0,1973.0,5.0,7000.0,1.17,B,B1
Current,5,5600,2017-06-01, 36 months,12.62,187.67,4755.91,3892.74,863.17,0.0,Credit card refinancing,credit_card,,,RENT,31000.0,Verified,0.0,0.0,2000-11-01,0.0,27.0,,3.0,0.0,4166,43.9,0.0,4166.0,9.0,9500.0,5.11,C,C1
Current,5,18000,2017-07-01, 36 months,11.99,597.78,10748.05,8193.73,2554.32,0.0,Major purchase,major_purchase,Executive Assistant ,4 years,RENT,125000.0,Not Verified,0.0,0.0,1990-04-01,0.0,36.0,,5.0,0.0,3912,25.7,1237.0,10021.0,12.0,15200.0,1.8,B,B5
Current,5,8000,2016-05-01, 36 months,11.99,265.68,8762.54,7218.78,1543.76,0.0,Debt consolidation,debt_consolidation,Store Manager,8 years,RENT,94000.0,Source Verified,0.0,0.0,2005-04-01,0.0,,88.0,9.0,2.0,4884,31.7,0.0,4884.0,10.0,15400.0,3.54,C,C1
Current,5,16000,2016-03-01, 36 months,15.31,557.08,19484.19,15450.06,4034.13,0.0,Other,other, manager,7 years,OWN,45000.0,Source Verified,0.0,0.0,2004-11-01,0.0,,,13.0,0.0,3153,18.5,0.0,3153.0,25.0,17000.0,4.67,C,C5
Current,5,3600,2018-10-01, 36 months,16.91,128.19,509.38,316.45,192.93,0.0,Vacation,vacation,Quality Engineer,2 years,RENT,125000.0,Source Verified,0.0,0.0,1997-02-01,3.0,,41.0,12.0,1.0,4002,24.3,0.0,47099.0,27.0,16500.0,14.48,C,C5
Current,5,23500,2018-07-01, 60 months,12.73,531.46,10286.98,9135.17,1151.81,0.0,Credit card refinancing,credit_card,RN,< 1 year,MORTGAGE,80000.0,Source Verified,0.0,0.0,2006-02-01,0.0,,,39.0,0.0,13474,53.9,0.0,355486.0,63.0,25000.0,14.21,B,B5
Current,5,25000,2018-11-01, 60 months,7.84,505.0,1504.11,1031.71,472.4,0.0,Home improvement,home_improvement,Regional Sales Manager,7 years,MORTGAGE,75000.0,Not Verified,0.0,0.0,2004-07-01,0.0,,,11.0,0.0,15844,30.3,0.0,228307.0,26.0,52300.0,27.46,A,A4
Charged Off,0,20000,2017-07-01, 60 months,16.02,486.58,5524.08,1362.24,1539.44,0.0,Debt consolidation,debt_consolidation,Plant Engineering Technician,10+ years,MORTGAGE,72000.0,Verified,0.0,0.0,1974-07-01,0.0,32.0,,9.0,0.0,8994,57.7,10531.0,127753.0,28.0,15600.0,15.08,C,C5
Current,5,25000,2018-12-01, 36 months,11.8,827.98,1639.57,1170.02,469.55,0.0,Debt consolidation,debt_consolidation,,< 1 year,MORTGAGE,82000.0,Not Verified,0.0,1.0,1988-02-01,0.0,16.0,,11.0,0.0,80199,69.5,0.0,409208.0,19.0,94600.0,18.06,B,B4
Current,5,32000,2018-12-01, 36 months,15.02,1109.61,2179.17,1427.03,752.14,0.0,Debt consolidation,debt_consolidation,Operator ,3 years,MORTGAGE,72000.0,Verified,0.0,0.0,2005-09-01,1.0,75.0,,20.0,0.0,11347,70.5,0.0,101113.0,30.0,16100.0,22.12,C,C3
Current,5,4000,2016-04-01, 36 months,18.25,145.12,4962.17,3712.84,1234.33,15.0,Debt consolidation,debt_consolidation,Bilingual Intake Coordinator ,< 1 year,RENT,30000.0,Source Verified,0.0,0.0,2011-03-01,1.0,,,7.0,0.0,3285,67.0,0.0,35549.0,7.0,4900.0,8.4,D,D3
Current,5,8000,2018-06-01, 36 months,6.83,246.4,1968.16,1639.31,328.85,0.0,Credit card refinancing,credit_card,Assistant Manager Billing,6 years,RENT,51000.0,Source Verified,0.0,0.0,2006-07-01,1.0,,,11.0,0.0,15361,24.7,0.0,35062.0,25.0,62300.0,23.91,A,A3
Current,5,15000,2017-09-01, 36 months,17.09,535.47,9088.75,6141.42,2947.33,0.0,Home improvement,home_improvement,Correctional officer,10+ years,MORTGAGE,68000.0,Verified,0.0,0.0,1991-01-01,2.0,,54.0,20.0,1.0,29414,63.9,0.0,105262.0,31.0,46000.0,31.66,D,D1
Late (31-120 days),2,17875,2017-02-01, 36 months,13.99,610.84,12202.91,8997.11,3205.8,0.0,Business,small_business,Truck owner  and driver ,3 years,RENT,212950.0,Verified,0.0,0.0,2011-03-01,0.0,27.0,,8.0,0.0,11839,68.0,0.0,11839.0,11.0,17400.0,1.89,C,C3
Current,5,5000,2018-09-01, 36 months,13.56,169.83,841.62,579.6,262.02,0.0,Debt consolidation,debt_consolidation,poker dealer,10+ years,RENT,30000.0,Source Verified,0.0,0.0,2006-08-01,0.0,,91.0,3.0,1.0,1696,34.6,12283.0,11082.0,4.0,4900.0,20.72,C,C1
Late (31-120 days),2,5500,2017-07-01, 36 months,9.44,176.03,2653.23,2104.52,548.71,0.0,Other,other,Staff Coordinator,2 years,MORTGAGE,40000.0,Source Verified,0.0,0.0,2001-01-01,0.0,38.0,,12.0,0.0,1571,4.7,78.0,63384.0,28.0,33100.0,27.63,B,B1
Charged Off,0,35000,2016-08-01, 36 months,25.29,1396.97,16603.84,6459.74,6063.81,0.0,Debt consolidation,debt_consolidation,e8,10+ years,RENT,90000.0,Verified,0.0,0.0,2000-04-01,1.0,32.0,,13.0,0.0,32424,73.7,0.0,59235.0,27.0,44000.0,21.8,E,E5
Current,5,6000,2018-12-01, 36 months,17.97,216.83,424.68,255.86,168.82,0.0,Major purchase,major_purchase,Senior Engineer,7 years,MORTGAGE,130000.0,Not Verified,0.0,0.0,2000-12-01,0.0,48.0,,14.0,0.0,30177,52.5,0.0,516540.0,27.0,57500.0,25.49,D,D1
Current,5,30000,2018-10-01, 60 months,11.55,660.54,2603.66,1508.77,1094.89,0.0,Debt consolidation,debt_consolidation,Receiving Supervisor ,10+ years,RENT,53000.0,Source Verified,0.0,0.0,1988-07-01,0.0,26.0,,5.0,0.0,8932,23.2,0.0,8932.0,7.0,38500.0,7.31,B,B4
